Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,233.00999450683594,234.50999450683594,230.72000122070312,231.0800018310547,204.6197967529297,3335400
2019-10-02,230.60000610351562,230.60000610351562,224.33999633789062,225.5500030517578,199.72303771972656,4336100
2019-10-03,225.0,226.80999755859375,222.1199951171875,226.80999755859375,200.83872985839844,2777700
2019-10-04,227.1699981689453,229.2100067138672,227.02000427246094,227.92999267578125,201.83047485351562,3163100
2019-10-07,227.50999450683594,228.1300048828125,226.0500030517578,226.74000549316406,200.77674865722656,2917600
2019-10-08,225.36000061035156,228.77999877929688,225.10000610351562,226.6699981689453,200.7147674560547,3438500
2019-10-09,228.5,229.55999755859375,226.61000061035156,228.94000244140625,202.72486877441406,2657600
2019-10-10,229.33999633789062,232.24000549316406,229.0800018310547,231.61000061035156,205.08909606933594,2781500
2019-10-11,234.32000732421875,236.6999969482422,233.75999450683594,234.66000366210938,207.78988647460938,3459200
2019-10-14,234.22000122070312,235.49000549316406,234.05999755859375,234.17999267578125,207.36483764648438,2183900
2019-10-15,234.69000244140625,236.86000061035156,234.60000610351562,235.6199951171875,208.6399688720703,2663300
2019-10-16,235.4199981689453,236.1699981689453,233.83999633789062,235.89999389648438,208.8878936767578,2388100
2019-10-17,236.36000061035156,238.1699981689453,235.50999450683594,236.77000427246094,209.65823364257812,2250500
2019-10-18,236.99000549316406,238.72999572753906,235.63999938964844,237.92999267578125,210.6854248046875,3662500
2019-10-21,238.25999450683594,238.99000549316406,235.61000061035156,236.6999969482422,209.5963134765625,2041700
2019-10-22,237.3000030517578,238.3000030517578,236.52000427246094,237.1999969482422,210.0390167236328,2003200
2019-10-23,236.66000366210938,237.41000366210938,234.36000061035156,234.6699981689453,207.79872131347656,2110500
2019-10-24,234.80999755859375,236.3699951171875,233.07000732421875,233.88999938964844,207.10804748535156,2173900
2019-10-25,233.49000549316406,235.4199981689453,232.5500030517578,234.3800048828125,207.54193115234375,2210900
2019-10-28,234.9499969482422,236.9600067138672,234.55999755859375,236.8000030517578,209.68484497070312,2705000
2019-10-29,236.83999633789062,237.5,233.9199981689453,234.13999938964844,207.32943725585938,2558000
2019-10-30,233.50999450683594,236.60000610351562,232.8800048828125,236.24000549316406,209.18896484375,1956700
2019-10-31,236.86000061035156,237.38999938964844,233.22000122070312,234.5800018310547,207.71902465820312,2824100
2019-11-01,236.07000732421875,237.4499969482422,235.05999755859375,237.33999633789062,210.16297912597656,2197400
2019-11-04,238.27000427246094,238.38999938964844,233.8800048828125,234.9199981689453,208.02012634277344,2542400
2019-11-05,234.74000549316406,234.9199981689453,230.27000427246094,232.1999969482422,205.61154174804688,3624600
2019-11-06,232.8300018310547,234.0399932861328,231.88999938964844,234.00999450683594,207.21432495117188,2631900
2019-11-07,234.0,235.7899932861328,231.75999450683594,232.94000244140625,206.26683044433594,2832500
2019-11-08,232.8000030517578,233.25999450683594,231.6300048828125,232.83999633789062,206.1782684326172,2088400
2019-11-11,230.5,232.27999877929688,230.17999267578125,231.8000030517578,205.25733947753906,2309600
2019-11-12,232.14999389648438,234.6300048828125,232.0,233.1199951171875,206.4262237548828,2991100
2019-11-13,232.08999633789062,234.89999389648438,230.85000610351562,234.8000030517578,207.913818359375,2399600
2019-11-14,235.0,236.94000244140625,234.0399932861328,236.5500030517578,209.46347045898438,2282200
2019-11-15,237.69000244140625,238.0500030517578,236.36000061035156,237.2899932861328,210.1187286376953,3524700
2019-11-18,238.44000244140625,239.30999755859375,236.75999450683594,238.85000610351562,211.5000762939453,5747400
2019-11-19,230.60000610351562,233.1199951171875,225.39999389648438,225.86000061035156,199.99752807617188,14972200
2019-11-20,224.5500030517578,225.0,220.57000732421875,220.89999389648438,195.60546875,10225400
2019-11-21,221.94000244140625,222.30999755859375,218.5,218.5399932861328,193.51571655273438,7823700
2019-11-22,218.5,219.1300048828125,217.80999755859375,218.02999877929688,193.06410217285156,5786500
2019-11-25,218.0,218.52999877929688,216.8800048828125,218.39999389648438,193.39170837402344,8865400
2019-11-26,218.75999450683594,220.9600067138672,218.38999938964844,220.75999450683594,195.4814910888672,9981400
2019-11-27,221.67999267578125,223.4499969482422,220.66000366210938,223.0,197.4650115966797,6687500
2019-11-29,223.3000030517578,223.3300018310547,220.2899932861328,220.50999450683594,195.26011657714844,2952900
2019-12-02,220.89999389648438,221.19000244140625,217.4600067138672,217.6199951171875,192.70103454589844,4416300
2019-12-03,216.4499969482422,216.4499969482422,212.92999267578125,214.0,189.49557495117188,6505400
2019-12-04,213.5,214.9600067138672,213.19000244140625,214.10000610351562,190.7966766357422,4256200
2019-12-05,214.36000061035156,214.5,211.77000427246094,213.0,189.81640625,4580500
2019-12-06,214.2100067138672,215.36000061035156,213.89999389648438,214.27999877929688,190.95706176757812,4193700
2019-12-09,214.2899932861328,217.8800048828125,214.17999267578125,216.52999877929688,192.9622039794922,5111100
2019-12-10,216.52000427246094,216.69000244140625,215.10000610351562,215.89999389648438,192.4007568359375,4663000
2019-12-11,211.02999877929688,213.64999389648438,210.61000061035156,212.0,188.92526245117188,8284800
2019-12-12,212.5,214.1300048828125,210.72999572753906,212.0399932861328,188.9608917236328,9915100
2019-12-13,212.1199951171875,214.22999572753906,210.6699981689453,214.0800018310547,190.77883911132812,6869200
2019-12-16,214.42999267578125,216.72000122070312,214.3000030517578,215.52999877929688,192.07101440429688,5850300
2019-12-17,216.02000427246094,219.4499969482422,215.8699951171875,217.72000122070312,194.0226593017578,7574400
2019-12-18,218.2100067138672,219.58999633789062,217.63999938964844,218.0,194.27218627929688,6677400
2019-12-19,218.47999572753906,220.77000427246094,218.27999877929688,220.22000122070312,196.25054931640625,5405000
2019-12-20,220.58999633789062,221.57000732421875,219.8000030517578,221.19000244140625,197.11497497558594,7778200
2019-12-23,222.0,222.0,219.13999938964844,219.2100067138672,195.3504638671875,3943700
2019-12-24,219.5,221.0399932861328,219.22000122070312,220.6699981689453,196.65155029296875,2260700
2019-12-26,220.74000549316406,221.14999389648438,219.58999633789062,220.82000732421875,196.78524780273438,2649200
2019-12-27,221.1999969482422,221.7899932861328,219.77999877929688,219.97000122070312,196.0277557373047,3082800
2019-12-30,220.3699951171875,220.49000549316406,216.5500030517578,217.30999755859375,193.65725708007812,3952400
2019-12-31,217.10000610351562,218.50999450683594,216.44000244140625,218.3800048828125,194.61083984375,3789900
2020-01-02,219.0800018310547,219.75999450683594,217.83999633789062,219.66000366210938,195.7515411376953,3935700
2020-01-03,217.13999938964844,219.67999267578125,216.75,218.92999267578125,195.1009521484375,3423200
2020-01-06,216.49000549316406,220.0,216.39999389648438,219.9600067138672,196.0188446044922,5682800
2020-01-07,219.5,220.55999755859375,216.89999389648438,218.52000427246094,194.73561096191406,5685400
2020-01-08,218.8000030517578,222.97000122070312,218.6699981689453,221.7899932861328,197.64964294433594,4916200
2020-01-09,222.63999938964844,225.5500030517578,221.85000610351562,225.19000244140625,200.67959594726562,4843600
2020-01-10,224.75,225.49000549316406,223.02999877929688,224.22000122070312,199.815185546875,4226600
2020-01-13,224.5,224.50999450683594,222.67999267578125,223.33999633789062,199.03099060058594,6060900
2020-01-14,222.47999572753906,224.9499969482422,222.30999755859375,222.80999755859375,198.55862426757812,3915100
2020-01-15,222.27999877929688,224.97999572753906,222.1300048828125,224.58999633789062,200.1448974609375,3444300
2020-01-16,225.92999267578125,228.86000061035156,225.39999389648438,228.82000732421875,203.91453552246094,5390800
2020-01-17,229.61000061035156,232.60000610351562,228.91000366210938,231.91000366210938,206.668212890625,7979200
2020-01-21,231.52999877929688,233.66000366210938,231.05999755859375,232.9499969482422,207.59495544433594,4873500
2020-01-22,233.7899932861328,236.52999877929688,232.8800048828125,232.89999389648438,207.55043029785156,4030800
2020-01-23,232.1300048828125,234.82000732421875,230.63999938964844,233.64999389648438,208.21876525878906,4617900
2020-01-24,234.4600067138672,235.42999267578125,230.55999755859375,232.0,206.74839782714844,4467500
2020-01-27,228.1999969482422,232.47000122070312,228.1999969482422,231.19000244140625,206.02651977539062,3595600
2020-01-28,231.82000732421875,235.25,231.35000610351562,233.86000061035156,208.40591430664062,3621900
2020-01-29,234.89999389648438,235.8800048828125,233.39999389648438,234.02000427246094,208.54855346679688,2564000
2020-01-30,232.0,233.3000030517578,231.57000732421875,232.7899932861328,207.45237731933594,4685700
