Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,149.49000549316406,150.16000366210938,147.25,147.69000244140625,147.03726196289062,3172900
2019-10-02,146.05999755859375,146.5,143.1999969482422,144.22000122070312,143.58258056640625,4432400
2019-10-03,144.0,147.05999755859375,142.0800018310547,147.0,146.3502960205078,3660900
2019-10-04,148.27999877929688,148.9199981689453,146.2100067138672,148.02999877929688,147.37574768066406,3259000
2019-10-07,147.27999877929688,149.3300018310547,147.0,148.8000030517578,148.14234924316406,2704700
2019-10-08,147.5399932861328,148.33999633789062,145.80999755859375,145.91000366210938,145.26512145996094,2613200
2019-10-09,147.27000427246094,147.85000610351562,146.61000061035156,147.0500030517578,146.4000701904297,2273000
2019-10-10,146.83999633789062,147.55999755859375,145.50999450683594,146.41000366210938,145.76290893554688,2687400
2019-10-11,148.13999938964844,150.7100067138672,148.08999633789062,149.3699951171875,148.70982360839844,4663900
2019-10-14,149.39999389648438,150.27999877929688,148.8000030517578,149.3699951171875,148.70982360839844,1556900
2019-10-15,149.66000366210938,152.97000122070312,149.6199951171875,152.74000549316406,152.06494140625,3942600
2019-10-16,147.25999450683594,150.85000610351562,145.82000732421875,146.97000122070312,146.32041931152344,8988600
2019-10-17,147.5800018310547,148.0399932861328,145.50999450683594,146.1699981689453,145.52395629882812,5024400
2019-10-18,146.3000030517578,146.44000244140625,142.39999389648438,144.08999633789062,143.45315551757812,6080000
2019-10-21,144.10000610351562,145.19000244140625,143.0,144.5500030517578,143.9111328125,3358000
2019-10-22,145.0500030517578,145.9600067138672,142.13999938964844,142.3300018310547,141.70094299316406,4460500
2019-10-23,142.11000061035156,145.57000732421875,141.49000549316406,145.1300048828125,144.4885711669922,4761400
2019-10-24,146.58999633789062,148.7899932861328,146.39999389648438,148.1199951171875,147.46534729003906,5280100
2019-10-25,147.0500030517578,150.66000366210938,146.3000030517578,150.49000549316406,149.82489013671875,4991400
2019-10-28,151.1999969482422,154.9199981689453,149.42999267578125,154.7899932861328,154.10586547851562,7576700
2019-10-29,154.77999877929688,156.1300048828125,154.4199981689453,155.08999633789062,154.404541015625,5477300
2019-10-30,155.74000549316406,158.4199981689453,155.00999450683594,158.27999877929688,157.5804443359375,4724500
2019-10-31,156.55999755859375,158.27999877929688,155.2100067138672,156.49000549316406,155.79837036132812,4578300
2019-11-01,157.91000366210938,160.08999633789062,156.75,159.74000549316406,159.03399658203125,4771100
2019-11-04,160.94000244140625,161.25,156.69000244140625,157.60000610351562,156.90347290039062,5748100
2019-11-05,157.58999633789062,159.1199951171875,155.47000122070312,158.14999389648438,157.45101928710938,4015000
2019-11-06,158.94000244140625,160.0,157.75,158.92999267578125,158.22755432128906,4207400
2019-11-07,158.92999267578125,161.1300048828125,158.0800018310547,159.5,158.79505920410156,3802300
2019-11-08,159.25,161.2100067138672,158.91000366210938,161.11000061035156,160.39793395996094,3265300
2019-11-11,161.22000122070312,162.22999572753906,160.25,161.77999877929688,161.06497192382812,3541200
2019-11-12,162.0,164.3699951171875,161.58999633789062,162.86000061035156,162.1402130126953,3710600
2019-11-13,163.0500030517578,164.4199981689453,162.02000427246094,162.60000610351562,161.88134765625,5389700
2019-11-14,163.02999877929688,163.5800018310547,162.38999938964844,163.0500030517578,162.32936096191406,3820700
2019-11-15,163.72000122070312,163.92999267578125,160.99000549316406,163.2100067138672,162.48866271972656,3693000
2019-11-18,164.0,164.0,161.88999938964844,162.77000427246094,162.05059814453125,5556700
2019-11-19,163.63999938964844,164.4499969482422,161.83999633789062,163.9600067138672,163.2353515625,4952900
2019-11-20,163.44000244140625,166.33999633789062,162.25,164.1999969482422,163.47425842285156,8450300
2019-11-21,165.32000732421875,165.91000366210938,162.2100067138672,162.8800048828125,162.16012573242188,5724200
2019-11-22,162.97999572753906,163.49000549316406,161.3800048828125,162.80999755859375,162.09042358398438,3761900
